2, 0, 0, 1, 0, 0, 0, 0, 2, 0, 2, 0, 2, 2, 3, 0, 82
0, 0, 3, 3, 0, 0, 0, 2, 0, 0, 3, 0, 0, 0, 0, 2, 46
0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 2, 41
2, 0, 0, 1, 0, 0, 0, 0, 2, 2, 2, 0, 2, 2, 3, 0, 39
0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 2, 36
0, 2, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 0, 3, 30
0, 0, 3, 3, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 2, 28
0, 2, 3, 0, 0, 3, 1, 0, 0, 3, 3, 3, 0, 0, 0, 1, 22
1, 0, 3, 3, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 2, 20
0, 2, 3, 0, 0, 1, 0, 3, 0, 0, 0, 0, 1, 0, 2, 0, 19
0, 0, 3, 3, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 2, 15
0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 2, 0, 2, 14
2, 0, 3, 3, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 2, 13
0, 2, 3, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 2, 0, 12
0, 0, 3, 3, 0, 0, 0, 1, 0, 0, 3, 0, 1, 0, 0, 2, 11
0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 11
0, 2, 1, 0, 0, 1, 0, 3, 0, 0, 0, 0, 2, 0, 2, 0, 9
3, 0, 3, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 2, 5
2, 0, 0, 1, 0, 0, 0, 0, 0, 2, 2, 0, 3, 2, 3, 0, 5
0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 2, 5
0, 2, 3, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 4
0, 2, 3, 0, 0, 3, 1, 0, 0, 3, 3, 0, 0, 0, 0, 1, 4
0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 2, 4
0, 2, 3, 0, 0, 0, 1, 0, 0, 3, 0, 3, 0, 0, 0, 1, 4
0, 2, 3, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0, 2, 0, 3, 3
0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 3, 3
2, 0, 1, 1, 0, 0, 0, 0, 2, 0, 2, 0, 2, 2, 3, 0, 3
0, 2, 1, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 3
0, 2, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 3, 0, 1, 2, 0, 2, 2
2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2, 2, 3, 0, 2
0, 0, 3, 3, 0, 0, 0, 2, 0, 0, 3, 0, 0, 3, 0, 2, 2
0, 2, 3, 0, 0, 0, 1, 0, 0, 3, 3, 3, 0, 0, 0, 1, 1
2, 0, 0, 1, 0, 0, 0, 0, 2, 0, 2, 0, 2, 2, 0, 0, 1
0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 3, 2, 1
0, 2, 3, 0, 0, 0, 2, 0, 0, 0, 0, 3, 0, 0, 0, 3, 1
0, 2, 3, 0, 0, 1, 0, 3, 0, 0, 1, 0, 1, 0, 2, 0, 1
0, 1, 3, 3, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 2, 1
0, 2, 3, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1
0, 0, 3, 3, 0, 0, 0, 2, 0, 0, 3, 0, 0, 0, 0, 0, 1
0, 0, 3, 3, 0, 0, 0, 2, 0, 0, 3, 0, 2, 0, 0, 2, 1
2, 0, 0, 1, 0, 0, 0, 0, 2, 2, 1, 0, 2, 2, 3, 0, 1
0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 2, 1
0, 0, 3, 3, 3, 0, 0, 1, 0, 0, 3, 0, 1, 0, 0, 2, 1
