2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 3, 0, 0, 0, 38
0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 34
0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 29
0, 0, 0, 0, 1, 0, 0, 3, 3, 0, 0, 0, 0, 0, 3, 2, 25
3, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 1, 22
0, 0, 3, 0, 2, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 22
0, 0, 2, 0, 2, 0, 3, 0, 0, 0, 2, 0, 2, 0, 0, 0, 16
0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 2, 11
2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 3, 0, 0, 0, 10
0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 7
0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 5
3, 1, 1, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 3, 0, 1, 5
0, 0, 1, 0, 2, 0, 2, 0, 0, 3, 1, 0, 2, 0, 0, 0, 5
3, 1, 1, 0, 0, 0, 3, 0, 0, 2, 0, 0, 0, 3, 0, 1, 4
0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 1, 3
0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 3
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 3
2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 3, 0, 0, 0, 2
2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 3, 0, 3, 0, 2
0, 0, 0, 0, 1, 3, 0, 3, 3, 0, 0, 0, 0, 0, 3, 2, 2
0, 0, 3, 0, 2, 0, 0, 0, 0, 0, 1, 0, 2, 0, 3, 0, 1
2, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 1, 1
0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 1
0, 0, 3, 0, 2, 0, 0, 0, 0, 3, 1, 0, 2, 0, 0, 0, 1
1, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 1, 1
0, 0, 1, 1, 2, 0, 2, 0, 0, 0, 1, 0, 2, 0, 0, 0, 1
0, 0, 1, 0, 2, 0, 2, 0, 0, 0, 1, 0, 2, 0, 0, 0, 1
3, 1, 1, 2, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 1, 1
