1, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 38
0, 0, 0, 1, 0, 3, 3, 3, 0, 2, 1, 0, 3, 1, 0, 3, 0, 0, 3, 0, 0, 0, 0, 2, 3, 0, 2, 0, 0, 33
0, 0, 0, 1, 0, 3, 3, 3, 0, 2, 1, 0, 2, 1, 0, 3, 0, 0, 3, 0, 0, 0, 0, 2, 3, 0, 2, 0, 0, 23
0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 2, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 3, 3, 0, 0, 0, 0, 22
0, 2, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 3, 3, 0, 3, 0, 1, 3, 0, 0, 0, 0, 18
0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 3, 1, 0, 0, 3, 0, 3, 0, 0, 0, 0, 3, 3, 1, 0, 0, 0, 17
1, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 2, 3, 0, 10
0, 2, 0, 0, 0, 0, 0, 3, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 3, 3, 0, 3, 0, 1, 3, 0, 0, 0, 3, 10
0, 2, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 3, 3, 0, 0, 0, 0, 10
0, 0, 0, 1, 3, 3, 3, 3, 0, 2, 1, 0, 2, 1, 0, 3, 0, 0, 3, 0, 0, 0, 0, 2, 3, 0, 2, 0, 0, 8
0, 0, 0, 1, 0, 3, 3, 3, 0, 2, 1, 0, 2, 1, 0, 3, 0, 0, 3, 0, 0, 0, 2, 2, 3, 0, 2, 0, 2, 6
